"","UniProt_Name","protein.ids","majority.protein.ids","peptide.counts..all.","peptide.counts..razor.unique.","peptide.counts..unique.","fasta.headers","number.of.proteins","peptides","razor...unique.peptides","unique.peptides"
"13","A0A087WS03;A0A087WQ32;G3X9F1;Q9R1S3","A0A087WS03;A0A087WQ32;G3X9F1;Q9R1S3","A0A087WS03;A0A087WQ32;G3X9F1;Q9R1S3","1;1;1;1","1;1;1;1","1;1;1;1","GPI ethanolamine phosphate transferase 1 OS=Mus musculus OX=10090 GN=Pign PE=1 SV=1;GPI ethanolamine phosphate transferase 1 OS=Mus musculus OX=10090 GN=Pign PE=1 SV=1;GPI ethanolamine phosphate transferase 1 OS=Mus musculus OX=10090 GN=Pign PE=1 SV=1;GPI ",4,1,1,1
"14","F6WBA1;A0A087WR51;A0A087WQ89","F6WBA1;A0A087WR51;A0A087WQ89","F6WBA1;A0A087WR51;A0A087WQ89","1;1;1","1;1;1","1;1;1","MISP family member 3 (Fragment) OS=Mus musculus OX=10090 GN=Misp3 PE=1 SV=3;MISP family member 3 (Fragment) OS=Mus musculus OX=10090 GN=Misp3 PE=1 SV=1;MISP family member 3 OS=Mus musculus OX=10090 GN=Misp3 PE=1 SV=1",3,1,1,1
"15","A0A087WRU0;A0A087WQ94;A0A087WQM0;A0A087WQS0;A0A1D5RM59;E9Q0S6;A0A087WSC8","A0A087WRU0;A0A087WQ94;A0A087WQM0;A0A087WQS0;A0A1D5RM59;E9Q0S6;A0A087WSC8","A0A087WRU0;A0A087WQ94;A0A087WQM0;A0A087WQS0;A0A1D5RM59;E9Q0S6","4;4;4;4;4;4;1","4;4;4;4;4;4;1","4;4;4;4;4;4;1","Tensin 1 (Fragment) OS=Mus musculus OX=10090 GN=Tns1 PE=1 SV=1;Tensin 1 (Fragment) OS=Mus musculus OX=10090 GN=Tns1 PE=1 SV=1;Tensin 1 OS=Mus musculus OX=10090 GN=Tns1 PE=1 SV=1;Tensin 1 OS=Mus musculus OX=10090 GN=Tns1 PE=1 SV=1;Tensin 1 OS=Mus musculus O",7,4,4,4
"16","A0A087WQT6;O89110","A0A087WQT6;O89110","A0A087WQT6;O89110","3;3","3;3","3;3","Caspase-8 OS=Mus musculus OX=10090 GN=Casp8 PE=1 SV=1;Caspase-8 OS=Mus musculus OX=10090 GN=Casp8 PE=1 SV=1",2,3,3,3
"17","Q4KL80;B7ZNJ1;A0A087WS56;B9EHT6;A0A087WSN6;Q3UHL6;A0A087WR50;P11276;A0A087WQW8","Q4KL80;B7ZNJ1;A0A087WS56;B9EHT6;A0A087WSN6;Q3UHL6;A0A087WR50;P11276;A0A087WQW8","Q4KL80;B7ZNJ1;A0A087WS56;B9EHT6;A0A087WSN6;Q3UHL6;A0A087WR50;P11276","4;4;4;4;4;4;4;4;1","4;4;4;4;4;4;4;4;1","4;4;4;4;4;4;4;4;1","Fibronectin OS=Mus musculus OX=10090 GN=Fn1 PE=1 SV=1;Fibronectin OS=Mus musculus OX=10090 GN=Fn1 PE=1 SV=1;Fibronectin OS=Mus musculus OX=10090 GN=Fn1 PE=1 SV=1;Fibronectin OS=Mus musculus OX=10090 GN=Fn1 PE=1 SV=1;Fibronectin OS=Mus musculus OX=10090 GN=",9,4,4,4
"18","A0A087WR97;Q921F2;A0A087WSE4;A0A087WRZ5;Q8R0B4;Q8BLD4;Q6VYI5;Q6VYI4","A0A087WR97;Q921F2;A0A087WSE4;A0A087WRZ5;Q8R0B4;Q8BLD4;Q6VYI5;Q6VYI4","A0A087WR97;Q921F2;A0A087WSE4;A0A087WRZ5;Q8R0B4;Q8BLD4;Q6VYI5;Q6VYI4","5;5;3;3;3;3;3;3","5;5;3;3;3;3;3;3","5;5;3;3;3;3;3;3","TAR DNA-binding protein 43 (Fragment) OS=Mus musculus OX=10090 GN=Tardbp PE=1 SV=1;TAR DNA-binding protein 43 OS=Mus musculus OX=10090 GN=Tardbp PE=1 SV=1;TAR DNA-binding protein 43 (Fragment) OS=Mus musculus OX=10090 GN=Tardbp PE=1 SV=1;TAR DNA-binding pr",8,5,5,5
"19","Q05DJ9;A0A087WRC0;Q64514","Q05DJ9;A0A087WRC0;Q64514","Q05DJ9;A0A087WRC0;Q64514","2;2;2","2;2;2","2;2;2","Tpp2 protein OS=Mus musculus OX=10090 GN=Tpp2 PE=1 SV=1;Tripeptidyl-peptidase 2 OS=Mus musculus OX=10090 GN=Tpp2 PE=1 SV=1;Tripeptidyl-peptidase 2 OS=Mus musculus OX=10090 GN=Tpp2 PE=1 SV=3",3,2,2,2
"20","A0A087WRE7;Q8R0N6","A0A087WRE7;Q8R0N6","A0A087WRE7;Q8R0N6","10;10","10;10","10;10","Hydroxyacid-oxoacid transhydrogenase, mitochondrial (Fragment) OS=Mus musculus OX=10090 GN=Adhfe1 PE=1 SV=1;Hydroxyacid-oxoacid transhydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Adhfe1 PE=1 SV=2",2,10,10,10
"21","Q62347;A0A087WRI6;Q01147","Q62347;A0A087WRI6;Q01147","Q62347;A0A087WRI6;Q01147","3;3;3","3;3;3","3;3;3","Cyclic AMP-responsive element-binding protein 1 OS=Mus musculus OX=10090 GN=Creb1 PE=1 SV=1;Cyclic AMP-responsive element-binding protein 1 OS=Mus musculus OX=10090 GN=Creb1 PE=1 SV=1;Cyclic AMP-responsive element-binding protein 1 OS=Mus musculus OX=10090",3,3,3,3
"22","A0A087WRY3;Q80XU3","A0A087WRY3;Q80XU3","A0A087WRY3;Q80XU3","4;4","4;4","4;4","Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 OS=Mus musculus OX=10090 GN=Nucks1 PE=1 SV=1;Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 OS=Mus musculus OX=10090 GN=Nucks1 PE=1 SV=1",2,4,4,4
"23","A0A087WRZ7;A0A0G2JDM3;E9PWG4;A0A0G2JDW2;P05977;P09542","A0A087WRZ7;A0A0G2JDM3;E9PWG4;A0A0G2JDW2;P05977;P09542","A0A087WRZ7;A0A0G2JDM3;E9PWG4;A0A0G2JDW2;P05977;P09542","2;2;2;2;2;2","2;2;2;2;2;2","2;2;2;2;2;2","Myosin light chain 1/3, skeletal muscle isoform OS=Mus musculus OX=10090 GN=Myl1 PE=1 SV=1;Myosin light chain 3 OS=Mus musculus OX=10090 GN=Myl3 PE=1 SV=1;Myosin light chain 1/3, skeletal muscle isoform OS=Mus musculus OX=10090 GN=Myl1 PE=1 SV=1;Myosin lig",6,2,2,2
"24","J3QQ16;A0A087WS16;E9PWQ3","J3QQ16;A0A087WS16;E9PWQ3","J3QQ16;A0A087WS16;E9PWQ3","1;1;1","1;1;1","1;1;1","Collagen, type VI, alpha 3 OS=Mus musculus OX=10090 GN=Col6a3 PE=1 SV=1;Collagen, type VI, alpha 3 OS=Mus musculus OX=10090 GN=Col6a3 PE=1 SV=1;Collagen, type VI, alpha 3 OS=Mus musculus OX=10090 GN=Col6a3 PE=1 SV=2",3,1,1,1
"25","A0A087WS46;O70251","A0A087WS46;O70251","A0A087WS46;O70251","4;4","4;4","4;4","Eukaryotic translation elongation factor 1 beta 2 OS=Mus musculus OX=10090 GN=Eef1b2 PE=1 SV=1;Elongation factor 1-beta OS=Mus musculus OX=10090 GN=Eef1b PE=1 SV=5",2,4,4,4
"26","A0A087WSK7;Q9CQZ0;Q921I0","A0A087WSK7;Q9CQZ0;Q921I0","A0A087WSK7;Q9CQZ0;Q921I0","1;1;1","1;1;1","1;1;1","Predicted gene 28778 (Fragment) OS=Mus musculus OX=10090 GN=Gm28778 PE=4 SV=1;ORM1-like protein 2 OS=Mus musculus OX=10090 GN=Ormdl2 PE=1 SV=1;ORM1-like protein 1 OS=Mus musculus OX=10090 GN=Ormdl1 PE=2 SV=1",3,1,1,1
"27","A0A087WSM4;Q91XC8","A0A087WSM4;Q91XC8","A0A087WSM4;Q91XC8","1;1","1;1","1;1","Death-associated protein 1 (Fragment) OS=Mus musculus OX=10090 GN=Dap PE=1 SV=1;Death-associated protein 1 OS=Mus musculus OX=10090 GN=Dap PE=1 SV=3",2,1,1,1
"28","Q99K94;Q8C3V4;A0A087WSP5;P42225;A0A087WRI1;A0A087WSQ5;Q8CFQ1","Q99K94;Q8C3V4;A0A087WSP5;P42225;A0A087WRI1;A0A087WSQ5;Q8CFQ1","Q99K94;Q8C3V4;A0A087WSP5;P42225","3;3;3;3;1;1;1","3;3;3;3;1;1;1","3;3;3;3;1;1;1","Signal transducer and activator of transcription OS=Mus musculus OX=10090 GN=Stat1 PE=1 SV=1;Signal transducer and activator of transcription OS=Mus musculus OX=10090 GN=Stat1 PE=1 SV=1;Signal transducer and activator of transcription OS=Mus musculus OX=10",7,3,3,3
"29","A0A0A0MQ68;Q60759","A0A0A0MQ68;Q60759","A0A0A0MQ68;Q60759","9;9","9;9","9;9","Glutaryl-CoA dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Gcdh PE=1 SV=1;Glutaryl-CoA dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Gcdh PE=1 SV=2",2,9,9,9
"30","S4R294;S4R2J9;A0A0A0MQ79;Q3TLH4;S4R2L9;S4R209","S4R294;S4R2J9;A0A0A0MQ79;Q3TLH4;S4R2L9;S4R209","S4R294;S4R2J9;A0A0A0MQ79;Q3TLH4;S4R2L9;S4R209","2;2;2;2;1;1","2;2;2;2;1;1","2;2;2;2;1;1","Protein PRRC2C OS=Mus musculus OX=10090 GN=Prrc2c PE=1 SV=1;Protein PRRC2C OS=Mus musculus OX=10090 GN=Prrc2c PE=1 SV=1;Protein PRRC2C OS=Mus musculus OX=10090 GN=Prrc2c PE=1 SV=1;Protein PRRC2C OS=Mus musculus OX=10090 GN=Prrc2c PE=1 SV=3;Protein PRRC2C (",6,2,2,2
"31","A0A0A0MQ90;P97352","A0A0A0MQ90;P97352","A0A0A0MQ90;P97352","4;4","4;4","4;4","Protein S100-A13 OS=Mus musculus OX=10090 GN=S100a13 PE=1 SV=1;Protein S100-A13 OS=Mus musculus OX=10090 GN=S100a13 PE=1 SV=1",2,4,4,4
"32","A0A0A0MQA5;P68368;A0A087WQS4;A0A087WRB4;A0A087WSB0;A0A087WSL5;Q3UX10","A0A0A0MQA5;P68368;A0A087WQS4;A0A087WRB4;A0A087WSB0;A0A087WSL5;Q3UX10","A0A0A0MQA5;P68368","20;20;5;4;2;2;1","4;4;3;2;1;1;0","4;4;3;2;1;1;0","Tubulin alpha chain (Fragment) OS=Mus musculus OX=10090 GN=Tuba4a PE=1 SV=1;Tubulin alpha-4A chain OS=Mus musculus OX=10090 GN=Tuba4a PE=1 SV=1",7,20,4,4
"33","A0A0A0MQC7;A2A5Y6;P10637","A0A0A0MQC7;A2A5Y6;P10637","A0A0A0MQC7;A2A5Y6;P10637","4;4;4","4;4;4","2;2;2","Microtubule-associated protein OS=Mus musculus OX=10090 GN=Mapt PE=1 SV=1;Microtubule-associated protein OS=Mus musculus OX=10090 GN=Mapt PE=1 SV=1;Microtubule-associated protein tau OS=Mus musculus OX=10090 GN=Mapt PE=1 SV=3",3,4,4,2
"34","A0A0A0MQM0;P63242;J3QPS8;Q8BGY2","A0A0A0MQM0;P63242;J3QPS8;Q8BGY2","A0A0A0MQM0;P63242;J3QPS8","4;4;2;1","4;4;2;1","4;4;2;1","Eukaryotic translation initiation factor 5A (Fragment) OS=Mus musculus OX=10090 GN=Eif5a PE=1 SV=1;Eukaryotic translation initiation factor 5A-1 OS=Mus musculus OX=10090 GN=Eif5a PE=1 SV=2;Eukaryotic translation initiation factor 5A-1 OS=Mus musculus OX=10",4,4,4,4
"35","A0A0A6YVR9;V9GXE6;P09925","A0A0A6YVR9;V9GXE6;P09925","A0A0A6YVR9;V9GXE6;P09925","2;2;2","2;2;2","2;2;2","SURF1-like protein (Fragment) OS=Mus musculus OX=10090 GN=Surf1 PE=1 SV=1;SURF1-like protein (Fragment) OS=Mus musculus OX=10090 GN=Surf1 PE=1 SV=1;Surfeit locus protein 1 OS=Mus musculus OX=10090 GN=Surf1 PE=1 SV=3",3,2,2,2
"36","A0A0A6YVU8;Q9JKV1","A0A0A6YVU8;Q9JKV1","A0A0A6YVU8;Q9JKV1","1;1","1;1","1;1","Predicted pseudogene 9774 OS=Mus musculus OX=10090 GN=Gm9774 PE=4 SV=1;Proteasomal ubiquitin receptor ADRM1 OS=Mus musculus OX=10090 GN=Adrm1 PE=1 SV=2",2,1,1,1
"37","A0A0A6YWB0;G3X9Q0;A0A0A6YVV8;Q9JKP5;A0A0A6YXP3;A0A0A6YXE3;A0A0A6YXL7;A0A0A6YWJ5;Q3TJQ3;Q3U570;A0A0A6YWG1;Q3U581;A0A0A6YXQ4;S4R267;Q8R003","A0A0A6YWB0;G3X9Q0;A0A0A6YVV8;Q9JKP5;A0A0A6YXP3;A0A0A6YXE3;A0A0A6YXL7;A0A0A6YWJ5;Q3TJQ3;Q3U570;A0A0A6YWG1;Q3U581;A0A0A6YXQ4;S4R267;Q8R003","A0A0A6YWB0;G3X9Q0;A0A0A6YVV8;Q9JKP5;A0A0A6YXP3;A0A0A6YXE3","3;3;3;3;2;2;1;1;1;1;1;1;1;1;1","3;3;3;3;2;2;1;1;1;1;1;1;1;1;1","2;2;2;2;1;1;1;1;1;1;1;1;1;1;1","Muscleblind-like protein 1 OS=Mus musculus OX=10090 GN=Mbnl1 PE=1 SV=1;Muscleblind-like protein 1 OS=Mus musculus OX=10090 GN=Mbnl1 PE=1 SV=1;Muscleblind-like protein 1 OS=Mus musculus OX=10090 GN=Mbnl1 PE=1 SV=1;Muscleblind-like protein 1 OS=Mus musculus ",15,3,3,2
"38","A0A0A6YVY4;Q05AH3;E9QL10;Q9JLF7","A0A0A6YVY4;Q05AH3;E9QL10;Q9JLF7","A0A0A6YVY4;Q05AH3;E9QL10;Q9JLF7","1;1;1;1","1;1;1;1","1;1;1;1","Toll-like receptor 5 (Fragment) OS=Mus musculus OX=10090 GN=Tlr5 PE=3 SV=1;Tlr5 protein OS=Mus musculus OX=10090 GN=Tlr5 PE=2 SV=1;Toll-like receptor 5 OS=Mus musculus OX=10090 GN=Tlr5 PE=3 SV=1;Toll-like receptor 5 OS=Mus musculus OX=10090 GN=Tlr5 PE=1 SV",4,1,1,1
"39","A0A0A6YW77;P11672","A0A0A6YW77;P11672","A0A0A6YW77;P11672","2;2","2;2","2;2","Neutrophil gelatinase-associated lipocalin (Fragment) OS=Mus musculus OX=10090 GN=Lcn2 PE=1 SV=1;Neutrophil gelatinase-associated lipocalin OS=Mus musculus OX=10090 GN=Lcn2 PE=1 SV=1",2,2,2,2
"40","A0A0A6YWH2;Q9EQX4","A0A0A6YWH2;Q9EQX4","A0A0A6YWH2;Q9EQX4","1;1","1;1","1;1","Allograft inflammatory factor 1-like OS=Mus musculus OX=10090 GN=Aif1l PE=1 SV=1;Allograft inflammatory factor 1-like OS=Mus musculus OX=10090 GN=Aif1l PE=1 SV=1",2,1,1,1
"41","A0A0A6YX70;A0A0A6YWH7;P32261","A0A0A6YX70;A0A0A6YWH7;P32261","A0A0A6YX70;A0A0A6YWH7;P32261","1;1;1","1;1;1","1;1;1","Antithrombin-III (Fragment) OS=Mus musculus OX=10090 GN=Serpinc1 PE=1 SV=1;Antithrombin-III (Fragment) OS=Mus musculus OX=10090 GN=Serpinc1 PE=1 SV=1;Antithrombin-III OS=Mus musculus OX=10090 GN=Serpinc1 PE=1 SV=1",3,1,1,1
"42","A0A0A6YX05","A0A0A6YX05","A0A0A6YX05","4","1","1","Sodium/potassium-transporting ATPase subunit beta (Fragment) OS=Mus musculus OX=10090 GN=Atp1b1 PE=1 SV=1",1,4,1,1
"43","A0A0A6YX18;Q8BVE3;A0A0A6YWP6;A0A0A6YVU0;A0A0A6YW86","A0A0A6YX18;Q8BVE3;A0A0A6YWP6;A0A0A6YVU0;A0A0A6YW86","A0A0A6YX18;Q8BVE3;A0A0A6YWP6","11;11;10;3;1","11;11;10;3;1","11;11;10;3;1","V-type proton ATPase subunit H OS=Mus musculus OX=10090 GN=Atp6v1h PE=1 SV=1;V-type proton ATPase subunit H OS=Mus musculus OX=10090 GN=Atp6v1h PE=1 SV=1;V-type proton ATPase subunit H OS=Mus musculus OX=10090 GN=Atp6v1h PE=1 SV=1",5,11,11,11
"44","A0A0A6YX21;A0A0A6YY20;Q8VD57","A0A0A6YX21;A0A0A6YY20;Q8VD57","A0A0A6YX21;A0A0A6YY20;Q8VD57","1;1;1","1;1;1","1;1;1","Vesicle transport protein OS=Mus musculus OX=10090 GN=Sft2d2 PE=1 SV=1;Vesicle transport protein OS=Mus musculus OX=10090 GN=Sft2d2 PE=1 SV=1;Vesicle transport protein SFT2B OS=Mus musculus OX=10090 GN=Sft2d2 PE=1 SV=1",3,1,1,1
"45","A0A0A6YX26;P62900;A0A0A6YXL3","A0A0A6YX26;P62900;A0A0A6YXL3","A0A0A6YX26;P62900;A0A0A6YXL3","5;5;3","5;5;3","5;5;3","60S ribosomal protein L31 OS=Mus musculus OX=10090 GN=Rpl31 PE=1 SV=1;60S ribosomal protein L31 OS=Mus musculus OX=10090 GN=Rpl31 PE=1 SV=1;60S ribosomal protein L31 OS=Mus musculus OX=10090 GN=Rpl31 PE=1 SV=1",3,5,5,5
"46","A0A1D5RM41;A0A0A6YXX3;A0A0A6YXL6;E9Q3Y4;Q9ESE1","A0A1D5RM41;A0A0A6YXX3;A0A0A6YXL6;E9Q3Y4;Q9ESE1","A0A1D5RM41;A0A0A6YXX3;A0A0A6YXL6;E9Q3Y4;Q9ESE1","1;1;1;1;1","1;1;1;1;1","1;1;1;1;1","Lipopolysaccharide-responsive and beige-like anchor protein (Fragment) OS=Mus musculus OX=10090 GN=Lrba PE=1 SV=1;Lipopolysaccharide-responsive and beige-like anchor protein OS=Mus musculus OX=10090 GN=Lrba PE=1 SV=1;Lipopolysaccharide-responsive and beige",5,1,1,1
"47","A0A0B4J1E2;Q9CSN1","A0A0B4J1E2;Q9CSN1","A0A0B4J1E2;Q9CSN1","4;4","4;4","4;4","SNW domain-containing protein 1 OS=Mus musculus OX=10090 GN=Snw1 PE=1 SV=1;SNW domain-containing protein 1 OS=Mus musculus OX=10090 GN=Snw1 PE=1 SV=3",2,4,4,4
"48","A0A0B4J1G1;E9Q415;A0A0B4J1E6;P08101","A0A0B4J1G1;E9Q415;A0A0B4J1E6;P08101","A0A0B4J1G1;E9Q415;A0A0B4J1E6;P08101","3;3;3;3","3;3;3;3","3;3;3;3","Fc receptor, IgG, low affinity IIb OS=Mus musculus OX=10090 GN=Fcgr2b PE=1 SV=1;Fc receptor, IgG, low affinity IIb OS=Mus musculus OX=10090 GN=Fcgr2b PE=1 SV=1;Fc receptor, IgG, low affinity IIb OS=Mus musculus OX=10090 GN=Fcgr2b PE=1 SV=1;Low affinity imm",4,3,3,3
"49","A0A0B4J1G0","A0A0B4J1G0","A0A0B4J1G0","2","2","2","Low affinity immunoglobulin gamma Fc region receptor IV OS=Mus musculus OX=10090 GN=Fcgr4 PE=1 SV=1",1,2,2,2
"50","A0A0G2JDI9;P55096","A0A0G2JDI9;P55096","A0A0G2JDI9;P55096","4;4","4;4","4;4","ATP-binding cassette sub-family D member 3 OS=Mus musculus OX=10090 GN=Abcd3 PE=1 SV=1;ATP-binding cassette sub-family D member 3 OS=Mus musculus OX=10090 GN=Abcd3 PE=1 SV=2",2,4,4,4
"51","A0A0G2JEF6;A0A0G2JGZ1;A0A0G2JDR6;A0A1L1SVG1;A0A0R4J169;A0A1L1SQW1;E9QN52;A0A0G2JEP4;A0A0G2JFV5;A0A1L1SSC0","A0A0G2JEF6;A0A0G2JGZ1;A0A0G2JDR6;A0A1L1SVG1;A0A0R4J169;A0A1L1SQW1;E9QN52;A0A0G2JEP4;A0A0G2JFV5;A0A1L1SSC0","A0A0G2JEF6;A0A0G2JGZ1;A0A0G2JDR6;A0A1L1SVG1;A0A0R4J169;A0A1L1SQW1;E9QN52;A0A0G2JEP4;A0A0G2JFV5;A0A1L1SSC0","1;1;1;1;1;1;1;1;1;1","1;1;1;1;1;1;1;1;1;1","1;1;1;1;1;1;1;1;1;1","Leucine-rich repeat flightless-interacting protein 2 (Fragment) OS=Mus musculus OX=10090 GN=Lrrfip2 PE=1 SV=2;Leucine-rich repeat flightless-interacting protein 2 (Fragment) OS=Mus musculus OX=10090 GN=Lrrfip2 PE=1 SV=4;Leucine-rich repeat flightless-inter",10,1,1,1
"52","A0A0G2JFC8;A0A0G2JDV8;Q9DAW9;A0A0G2JFG3","A0A0G2JFC8;A0A0G2JDV8;Q9DAW9;A0A0G2JFG3","A0A0G2JFC8;A0A0G2JDV8;Q9DAW9;A0A0G2JFG3","2;2;2;1","2;2;2;1","2;2;2;1","Calponin-3 (Fragment) OS=Mus musculus OX=10090 GN=Cnn3 PE=1 SV=1;Calponin OS=Mus musculus OX=10090 GN=Cnn3 PE=1 SV=1;Calponin-3 OS=Mus musculus OX=10090 GN=Cnn3 PE=1 SV=1;Calponin-3 (Fragment) OS=Mus musculus OX=10090 GN=Cnn3 PE=1 SV=1",4,2,2,2
"53","A0A0G2JDZ4;E9QNY3","A0A0G2JDZ4;E9QNY3","A0A0G2JDZ4;E9QNY3","1;1","1;1","1;1","Myosin regulatory light chain 10 OS=Mus musculus OX=10090 GN=Myl10 PE=1 SV=1;Myosin regulatory light chain 10 OS=Mus musculus OX=10090 GN=Myl10 PE=1 SV=1",2,1,1,1
