"Uniprot_Accession","Uniprot_ID","KEGG_ID","Pathway_ID","Pathway_name"
"S4R1E0","S4R1E0_MOUSE","mmu:100039319","path:mmu05034","Alcoholism - Mus musculus (mouse)"
"S4R1E0","S4R1E0_MOUSE","mmu:100039319","path:mmu05322","Systemic lupus erythematosus - Mus musculus (mouse)"
"L7N466","L7N466_MOUSE","mmu:100039707","path:mmu01100","Metabolic pathways - Mus musculus (mouse)"
"L7N466","L7N466_MOUSE","mmu:100039707","path:mmu00670","One carbon pool by folate - Mus musculus (mouse)"
"D3YXJ9","D3YXJ9_MOUSE","mmu:100039801","path:mmu04670","Leukocyte transendothelial migration - Mus musculus (mouse)"
"D3YXJ9","D3YXJ9_MOUSE","mmu:100039801","path:mmu05160","Hepatitis C - Mus musculus (mouse)"
"D3YXJ9","D3YXJ9_MOUSE","mmu:100039801","path:mmu04514","Cell adhesion molecules (CAMs) - Mus musculus (mouse)"
"D3YXJ9","D3YXJ9_MOUSE","mmu:100039801","path:mmu04530","Tight junction - Mus musculus (mouse)"
"Q9Z1X0","CCL27_MOUSE","mmu:100039863","path:mmu04062","Chemokine signaling pathway - Mus musculus (mouse)"
"Q9Z1X0","CCL27_MOUSE","mmu:100039863","path:mmu04061","Viral protein interaction with cytokine and cytokine receptor - Mus musculus (mouse)"
"Q9Z1X0","CCL27_MOUSE","mmu:100039863","path:mmu04060","Cytokine-cytokine receptor interaction - Mus musculus (mouse)"
"Q9Z1X0","CCL27_MOUSE","mmu:100039939","path:mmu04061","Viral protein interaction with cytokine and cytokine receptor - Mus musculus (mouse)"
"Q9Z1X0","CCL27_MOUSE","mmu:100039939","path:mmu04060","Cytokine-cytokine receptor interaction - Mus musculus (mouse)"
"Q9Z1X0","CCL27_MOUSE","mmu:100039939","path:mmu04062","Chemokine signaling pathway - Mus musculus (mouse)"
"Q9Z1X0","CCL27_MOUSE","mmu:100040048","path:mmu04060","Cytokine-cytokine receptor interaction - Mus musculus (mouse)"
"Q9Z1X0","CCL27_MOUSE","mmu:100040048","path:mmu04061","Viral protein interaction with cytokine and cytokine receptor - Mus musculus (mouse)"
"Q9Z1X0","CCL27_MOUSE","mmu:100040048","path:mmu04062","Chemokine signaling pathway - Mus musculus (mouse)"
"Q792Y8","Q792Y8_MOUSE","mmu:100040233","path:mmu04080","Neuroactive ligand-receptor interaction - Mus musculus (mouse)"
"Q792Y8","Q792Y8_MOUSE","mmu:100040233","path:mmu04972","Pancreatic secretion - Mus musculus (mouse)"
"Q792Y8","Q792Y8_MOUSE","mmu:100040233","path:mmu05164","Influenza A - Mus musculus (mouse)"
"Q792Y8","Q792Y8_MOUSE","mmu:100040233","path:mmu04974","Protein digestion and absorption - Mus musculus (mouse)"
"Q9QZ20","Q9QZ20_MOUSE","mmu:100040268","path:mmu04740","Olfactory transduction - Mus musculus (mouse)"
"P51807","DYLT1_MOUSE","mmu:100040531","path:mmu05132","Salmonella infection - Mus musculus (mouse)"
"P51807","DYLT1_MOUSE","mmu:100040563","path:mmu05132","Salmonella infection - Mus musculus (mouse)"
"P86046","KCJ13_MOUSE","mmu:100040591","path:mmu04974","Protein digestion and absorption - Mus musculus (mouse)"
"E9Q5Z5","FANCF_MOUSE","mmu:100040608","path:mmu03460","Fanconi anemia pathway - Mus musculus (mouse)"
"A2A8T1","A2A8T1_MOUSE","mmu:100040843","path:mmu00830","Retinol metabolism - Mus musculus (mouse)"
"A2A8T1","A2A8T1_MOUSE","mmu:100040843","path:mmu00071","Fatty acid degradation - Mus musculus (mouse)"
"A2A8T1","A2A8T1_MOUSE","mmu:100040843","path:mmu01100","Metabolic pathways - Mus musculus (mouse)"
"A2A8T1","A2A8T1_MOUSE","mmu:100040843","path:mmu04750","Inflammatory mediator regulation of TRP channels - Mus musculus (mouse)"
"A2A8T1","A2A8T1_MOUSE","mmu:100040843","path:mmu04270","Vascular smooth muscle contraction - Mus musculus (mouse)"
"A2A8T1","A2A8T1_MOUSE","mmu:100040843","path:mmu00590","Arachidonic acid metabolism - Mus musculus (mouse)"
"A2A8T1","A2A8T1_MOUSE","mmu:100040843","path:mmu03320","PPAR signaling pathway - Mus musculus (mouse)"
"F6PZL4","F6PZL4_MOUSE","mmu:100041146","path:mmu04662","B cell receptor signaling pathway - Mus musculus (mouse)"
"F6PZL4","F6PZL4_MOUSE","mmu:100041146","path:mmu04380","Osteoclast differentiation - Mus musculus (mouse)"
"F8VQ26","F8VQ26_MOUSE","mmu:100041187","path:mmu04740","Olfactory transduction - Mus musculus (mouse)"
"P62806","H4_MOUSE","mmu:100041230","path:mmu05203","Viral carcinogenesis - Mus musculus (mouse)"
"P62806","H4_MOUSE","mmu:100041230","path:mmu05322","Systemic lupus erythematosus - Mus musculus (mouse)"
"P62806","H4_MOUSE","mmu:100041230","path:mmu05034","Alcoholism - Mus musculus (mouse)"
"Q9JMA7","CP341_MOUSE","mmu:100041375","path:mmu00591","Linoleic acid metabolism - Mus musculus (mouse)"
"Q9JMA7","CP341_MOUSE","mmu:100041375","path:mmu00830","Retinol metabolism - Mus musculus (mouse)"
"Q9JMA7","CP341_MOUSE","mmu:100041375","path:mmu01100","Metabolic pathways - Mus musculus (mouse)"
"Q9JMA7","CP341_MOUSE","mmu:100041375","path:mmu05204","Chemical carcinogenesis - Mus musculus (mouse)"
"Q9JMA7","CP341_MOUSE","mmu:100041375","path:mmu00140","Steroid hormone biosynthesis - Mus musculus (mouse)"
"A2APU9","A2APU9_MOUSE","mmu:100041579","path:mmu04060","Cytokine-cytokine receptor interaction - Mus musculus (mouse)"
"A2APU9","A2APU9_MOUSE","mmu:100041579","path:mmu04061","Viral protein interaction with cytokine and cytokine receptor - Mus musculus (mouse)"
"A2APU9","A2APU9_MOUSE","mmu:100041579","path:mmu04062","Chemokine signaling pathway - Mus musculus (mouse)"
"D3Z6H8","DCAM2_MOUSE","mmu:100041585","path:mmu00330","Arginine and proline metabolism - Mus musculus (mouse)"
"D3Z6H8","DCAM2_MOUSE","mmu:100041585","path:mmu00270","Cysteine and methionine metabolism - Mus musculus (mouse)"
"D3Z6H8","DCAM2_MOUSE","mmu:100041585","path:mmu01100","Metabolic pathways - Mus musculus (mouse)"
"P86793","CC21C_MOUSE","mmu:100041593","path:mmu04064","NF-kappa B signaling pathway - Mus musculus (mouse)"
"P86792","CC21B_MOUSE","mmu:100041593","path:mmu04064","NF-kappa B signaling pathway - Mus musculus (mouse)"
"P86793","CC21C_MOUSE","mmu:100041593","path:mmu04062","Chemokine signaling pathway - Mus musculus (mouse)"
"P86792","CC21B_MOUSE","mmu:100041593","path:mmu04062","Chemokine signaling pathway - Mus musculus (mouse)"
"P86793","CC21C_MOUSE","mmu:100041593","path:mmu04060","Cytokine-cytokine receptor interaction - Mus musculus (mouse)"
"P86792","CC21B_MOUSE","mmu:100041593","path:mmu04060","Cytokine-cytokine receptor interaction - Mus musculus (mouse)"
"P86793","CC21C_MOUSE","mmu:100041593","path:mmu04061","Viral protein interaction with cytokine and cytokine receptor - Mus musculus (mouse)"
"P86792","CC21B_MOUSE","mmu:100041593","path:mmu04061","Viral protein interaction with cytokine and cytokine receptor - Mus musculus (mouse)"
"A2A7A2","A2A7A2_MOUSE","mmu:100041677","path:mmu05168","Herpes simplex virus 1 infection - Mus musculus (mouse)"
"E9QLQ1","E9QLQ1_MOUSE","mmu:100041688","path:mmu04621","NOD-like receptor signaling pathway - Mus musculus (mouse)"
"E9QLQ1","E9QLQ1_MOUSE","mmu:100041688","path:mmu05150","Staphylococcus aureus infection - Mus musculus (mouse)"
"E9QLQ1","E9QLQ1_MOUSE","mmu:100041688","path:mmu05202","Transcriptional misregulation in cancer - Mus musculus (mouse)"
"D3YX02","D3YX02_MOUSE","mmu:100041759","path:mmu05150","Staphylococcus aureus infection - Mus musculus (mouse)"
"D3YX02","D3YX02_MOUSE","mmu:100041759","path:mmu05202","Transcriptional misregulation in cancer - Mus musculus (mouse)"
"D3YX02","D3YX02_MOUSE","mmu:100041759","path:mmu04621","NOD-like receptor signaling pathway - Mus musculus (mouse)"
"L7N231","L7N231_MOUSE","mmu:100041787","path:mmu04621","NOD-like receptor signaling pathway - Mus musculus (mouse)"
"L7N231","L7N231_MOUSE","mmu:100041787","path:mmu05150","Staphylococcus aureus infection - Mus musculus (mouse)"
"L7N231","L7N231_MOUSE","mmu:100041787","path:mmu05202","Transcriptional misregulation in cancer - Mus musculus (mouse)"
"F2Z403","F2Z403_MOUSE","mmu:100041811","path:mmu05202","Transcriptional misregulation in cancer - Mus musculus (mouse)"
"F2Z403","F2Z403_MOUSE","mmu:100041811","path:mmu05150","Staphylococcus aureus infection - Mus musculus (mouse)"
"F2Z403","F2Z403_MOUSE","mmu:100041811","path:mmu04621","NOD-like receptor signaling pathway - Mus musculus (mouse)"
"Q45VN2","DFA20_MOUSE","mmu:100041890","path:mmu05150","Staphylococcus aureus infection - Mus musculus (mouse)"
"Q45VN2","DFA20_MOUSE","mmu:100041890","path:mmu05202","Transcriptional misregulation in cancer - Mus musculus (mouse)"
"Q45VN2","DFA20_MOUSE","mmu:100041890","path:mmu04621","NOD-like receptor signaling pathway - Mus musculus (mouse)"
"K9J724","K9J724_MOUSE","mmu:100041895","path:mmu05202","Transcriptional misregulation in cancer - Mus musculus (mouse)"
"K9J724","K9J724_MOUSE","mmu:100041895","path:mmu05150","Staphylococcus aureus infection - Mus musculus (mouse)"
"K9J724","K9J724_MOUSE","mmu:100041895","path:mmu04621","NOD-like receptor signaling pathway - Mus musculus (mouse)"
"D3Z0J0","D3Z0J0_MOUSE","mmu:100041952","path:mmu05202","Transcriptional misregulation in cancer - Mus musculus (mouse)"
"D3Z0J0","D3Z0J0_MOUSE","mmu:100041952","path:mmu04621","NOD-like receptor signaling pathway - Mus musculus (mouse)"
"D3Z0J0","D3Z0J0_MOUSE","mmu:100041952","path:mmu05150","Staphylococcus aureus infection - Mus musculus (mouse)"
"E9Q317","E9Q317_MOUSE","mmu:100041953","path:mmu03015","mRNA surveillance pathway - Mus musculus (mouse)"
"E9Q317","E9Q317_MOUSE","mmu:100041953","path:mmu03013","RNA transport - Mus musculus (mouse)"
"D3YZR2","D3YZR2_MOUSE","mmu:100042150","path:mmu01521","EGFR tyrosine kinase inhibitor resistance - Mus musculus (mouse)"
"D3YZR2","D3YZR2_MOUSE","mmu:100042150","path:mmu04012","ErbB signaling pathway - Mus musculus (mouse)"
"P86793","CC21C_MOUSE","mmu:100042493","path:mmu04062","Chemokine signaling pathway - Mus musculus (mouse)"
"P86792","CC21B_MOUSE","mmu:100042493","path:mmu04062","Chemokine signaling pathway - Mus musculus (mouse)"
"P86793","CC21C_MOUSE","mmu:100042493","path:mmu04061","Viral protein interaction with cytokine and cytokine receptor - Mus musculus (mouse)"
"P86792","CC21B_MOUSE","mmu:100042493","path:mmu04061","Viral protein interaction with cytokine and cytokine receptor - Mus musculus (mouse)"
"P86793","CC21C_MOUSE","mmu:100042493","path:mmu04060","Cytokine-cytokine receptor interaction - Mus musculus (mouse)"
"P86792","CC21B_MOUSE","mmu:100042493","path:mmu04060","Cytokine-cytokine receptor interaction - Mus musculus (mouse)"
"P86793","CC21C_MOUSE","mmu:100042493","path:mmu04064","NF-kappa B signaling pathway - Mus musculus (mouse)"
"P86792","CC21B_MOUSE","mmu:100042493","path:mmu04064","NF-kappa B signaling pathway - Mus musculus (mouse)"
"Q9CQC7","NDUB4_MOUSE","mmu:100042503","path:mmu05012","Parkinson disease - Mus musculus (mouse)"
"Q9CQC7","NDUB4_MOUSE","mmu:100042503","path:mmu04714","Thermogenesis - Mus musculus (mouse)"
"Q9CQC7","NDUB4_MOUSE","mmu:100042503","path:mmu00190","Oxidative phosphorylation - Mus musculus (mouse)"
"Q9CQC7","NDUB4_MOUSE","mmu:100042503","path:mmu05016","Huntington disease - Mus musculus (mouse)"
"Q9CQC7","NDUB4_MOUSE","mmu:100042503","path:mmu04932","Non-alcoholic fatty liver disease (NAFLD) - Mus musculus (mouse)"
"Q9CQC7","NDUB4_MOUSE","mmu:100042503","path:mmu04723","Retrograde endocannabinoid signaling - Mus musculus (mouse)"
"Q9CQC7","NDUB4_MOUSE","mmu:100042503","path:mmu01100","Metabolic pathways - Mus musculus (mouse)"
"Q9CQC7","NDUB4_MOUSE","mmu:100042503","path:mmu05010","Alzheimer disease - Mus musculus (mouse)"
"P70225","I11RB_MOUSE","mmu:100042555","path:mmu04630","JAK-STAT signaling pathway - Mus musculus (mouse)"
"P70225","I11RB_MOUSE","mmu:100042555","path:mmu04640","Hematopoietic cell lineage - Mus musculus (mouse)"
"P70225","I11RB_MOUSE","mmu:100042555","path:mmu04060","Cytokine-cytokine receptor interaction - Mus musculus (mouse)"
"A2ATW2","A2ATW2_MOUSE","mmu:100042690","path:mmu04740","Olfactory transduction - Mus musculus (mouse)"
"E0CYU8","E0CYU8_MOUSE","mmu:100042761","path:mmu04340","Hedgehog signaling pathway - Mus musculus (mouse)"
"Q66JS6","EI3JB_MOUSE","mmu:100042807","path:mmu03013","RNA transport - Mus musculus (mouse)"
"A9Z055","A9Z055_MOUSE","mmu:100042840","path:mmu05034","Alcoholism - Mus musculus (mouse)"
"A9Z055","A9Z055_MOUSE","mmu:100042840","path:mmu04217","Necroptosis - Mus musculus (mouse)"
"A9Z055","A9Z055_MOUSE","mmu:100042840","path:mmu05322","Systemic lupus erythematosus - Mus musculus (mouse)"
"Q5M8Q2","H2AL1_MOUSE","mmu:100042922","path:mmu05322","Systemic lupus erythematosus - Mus musculus (mouse)"
"Q5M8Q2","H2AL1_MOUSE","mmu:100042922","path:mmu05034","Alcoholism - Mus musculus (mouse)"
"Q5M8Q2","H2AL1_MOUSE","mmu:100042922","path:mmu04217","Necroptosis - Mus musculus (mouse)"
"A0A087WP11","A0A087WP11_MOUSE","mmu:100042927","path:mmu04217","Necroptosis - Mus musculus (mouse)"
"A0A087WP11","A0A087WP11_MOUSE","mmu:100042927","path:mmu05034","Alcoholism - Mus musculus (mouse)"
"A0A087WP11","A0A087WP11_MOUSE","mmu:100042927","path:mmu05322","Systemic lupus erythematosus - Mus musculus (mouse)"
"Q5M8Q2","H2AL1_MOUSE","mmu:100042929","path:mmu05034","Alcoholism - Mus musculus (mouse)"
"Q5M8Q2","H2AL1_MOUSE","mmu:100042929","path:mmu04217","Necroptosis - Mus musculus (mouse)"
"Q5M8Q2","H2AL1_MOUSE","mmu:100042929","path:mmu05322","Systemic lupus erythematosus - Mus musculus (mouse)"
"Q5M8Q2","H2AL1_MOUSE","mmu:100042931","path:mmu05322","Systemic lupus erythematosus - Mus musculus (mouse)"
"Q5M8Q2","H2AL1_MOUSE","mmu:100042931","path:mmu05034","Alcoholism - Mus musculus (mouse)"
"Q5M8Q2","H2AL1_MOUSE","mmu:100042931","path:mmu04217","Necroptosis - Mus musculus (mouse)"
"Q5M8Q2","H2AL1_MOUSE","mmu:100042939","path:mmu04217","Necroptosis - Mus musculus (mouse)"
"Q5M8Q2","H2AL1_MOUSE","mmu:100042939","path:mmu05322","Systemic lupus erythematosus - Mus musculus (mouse)"
"Q5M8Q2","H2AL1_MOUSE","mmu:100042939","path:mmu05034","Alcoholism - Mus musculus (mouse)"
"Q5M8Q2","H2AL1_MOUSE","mmu:100042943","path:mmu04217","Necroptosis - Mus musculus (mouse)"
"Q5M8Q2","H2AL1_MOUSE","mmu:100042943","path:mmu05034","Alcoholism - Mus musculus (mouse)"
"Q5M8Q2","H2AL1_MOUSE","mmu:100042943","path:mmu05322","Systemic lupus erythematosus - Mus musculus (mouse)"
"Q5M8Q2","H2AL1_MOUSE","mmu:100042944","path:mmu05034","Alcoholism - Mus musculus (mouse)"
"Q5M8Q2","H2AL1_MOUSE","mmu:100042944","path:mmu04217","Necroptosis - Mus musculus (mouse)"
"Q5M8Q2","H2AL1_MOUSE","mmu:100042944","path:mmu05322","Systemic lupus erythematosus - Mus musculus (mouse)"
"Q5M8Q2","H2AL1_MOUSE","mmu:100042946","path:mmu04217","Necroptosis - Mus musculus (mouse)"
"Q5M8Q2","H2AL1_MOUSE","mmu:100042946","path:mmu05322","Systemic lupus erythematosus - Mus musculus (mouse)"
"Q5M8Q2","H2AL1_MOUSE","mmu:100042946","path:mmu05034","Alcoholism - Mus musculus (mouse)"
"Q3UTC4","Q3UTC4_MOUSE","mmu:100043188","path:mmu04340","Hedgehog signaling pathway - Mus musculus (mouse)"
"K7N727","K7N727_MOUSE","mmu:100043200","path:mmu04740","Olfactory transduction - Mus musculus (mouse)"
"L7N2C4","L7N2C4_MOUSE","mmu:100043292","path:mmu03013","RNA transport - Mus musculus (mouse)"
"L7N2C4","L7N2C4_MOUSE","mmu:100043292","path:mmu03040","Spliceosome - Mus musculus (mouse)"
"L7N2C4","L7N2C4_MOUSE","mmu:100043292","path:mmu05168","Herpes simplex virus 1 infection - Mus musculus (mouse)"
"L7N2C4","L7N2C4_MOUSE","mmu:100043292","path:mmu03015","mRNA surveillance pathway - Mus musculus (mouse)"
"A0A0B4J1G6","A0A0B4J1G6_MOUSE","mmu:100043314","path:mmu04514","Cell adhesion molecules (CAMs) - Mus musculus (mouse)"
"A2ART4","A2ART4_MOUSE","mmu:100043381","path:mmu05168","Herpes simplex virus 1 infection - Mus musculus (mouse)"
"Q61767","3BHS4_MOUSE","mmu:100043456","path:mmu01100","Metabolic pathways - Mus musculus (mouse)"
"Q61767","3BHS4_MOUSE","mmu:100043456","path:mmu04934","Cushing syndrome - Mus musculus (mouse)"
"Q61767","3BHS4_MOUSE","mmu:100043456","path:mmu00140","Steroid hormone biosynthesis - Mus musculus (mouse)"
"Q61767","3BHS4_MOUSE","mmu:100043456","path:mmu04913","Ovarian steroidogenesis - Mus musculus (mouse)"
"Q61767","3BHS4_MOUSE","mmu:100043456","path:mmu04927","Cortisol synthesis and secretion - Mus musculus (mouse)"
"Q61767","3BHS4_MOUSE","mmu:100043456","path:mmu04925","Aldosterone synthesis and secretion - Mus musculus (mouse)"
"K7N6V7","K7N6V7_MOUSE","mmu:100043474","path:mmu04740","Olfactory transduction - Mus musculus (mouse)"
"E0CYR6","NT8F7_MOUSE","mmu:100043497","path:mmu01100","Metabolic pathways - Mus musculus (mouse)"
"E0CYR6","NT8F7_MOUSE","mmu:100043497","path:mmu00480","Glutathione metabolism - Mus musculus (mouse)"
"P00688","AMYP_MOUSE","mmu:100043684","path:mmu01100","Metabolic pathways - Mus musculus (mouse)"
"P00688","AMYP_MOUSE","mmu:100043684","path:mmu00500","Starch and sucrose metabolism - Mus musculus (mouse)"
"P00688","AMYP_MOUSE","mmu:100043684","path:mmu04973","Carbohydrate digestion and absorption - Mus musculus (mouse)"
"P00688","AMYP_MOUSE","mmu:100043684","path:mmu04972","Pancreatic secretion - Mus musculus (mouse)"
"P00688","AMYP_MOUSE","mmu:100043684","path:mmu04970","Salivary secretion - Mus musculus (mouse)"
"P00688","AMYP_MOUSE","mmu:100043686","path:mmu00500","Starch and sucrose metabolism - Mus musculus (mouse)"
"P00688","AMYP_MOUSE","mmu:100043686","path:mmu04972","Pancreatic secretion - Mus musculus (mouse)"
"P00688","AMYP_MOUSE","mmu:100043686","path:mmu01100","Metabolic pathways - Mus musculus (mouse)"
"P00688","AMYP_MOUSE","mmu:100043686","path:mmu04973","Carbohydrate digestion and absorption - Mus musculus (mouse)"
"P00688","AMYP_MOUSE","mmu:100043686","path:mmu04970","Salivary secretion - Mus musculus (mouse)"
"P00688","AMYP_MOUSE","mmu:100043688","path:mmu04970","Salivary secretion - Mus musculus (mouse)"
"P00688","AMYP_MOUSE","mmu:100043688","path:mmu01100","Metabolic pathways - Mus musculus (mouse)"
"P00688","AMYP_MOUSE","mmu:100043688","path:mmu04973","Carbohydrate digestion and absorption - Mus musculus (mouse)"
"P00688","AMYP_MOUSE","mmu:100043688","path:mmu04972","Pancreatic secretion - Mus musculus (mouse)"
"P00688","AMYP_MOUSE","mmu:100043688","path:mmu00500","Starch and sucrose metabolism - Mus musculus (mouse)"
"J3QPC5","J3QPC5_MOUSE","mmu:100043772","path:mmu05168","Herpes simplex virus 1 infection - Mus musculus (mouse)"
"Q6ZWU9","RS27_MOUSE","mmu:100043813","path:mmu03010","Ribosome - Mus musculus (mouse)"
"Q0ZUP1","KLRB1_MOUSE","mmu:100043861","path:mmu05144","Malaria - Mus musculus (mouse)"
"A2ART4","A2ART4_MOUSE","mmu:100043915","path:mmu05168","Herpes simplex virus 1 infection - Mus musculus (mouse)"
"P62830","RL23_MOUSE","mmu:100044627","path:mmu03010","Ribosome - Mus musculus (mouse)"
"Q3UNV2","Q3UNV2_MOUSE","mmu:100066","path:mmu00590","Arachidonic acid metabolism - Mus musculus (mouse)"
"Q3UNV2","Q3UNV2_MOUSE","mmu:100066","path:mmu04913","Ovarian steroidogenesis - Mus musculus (mouse)"
"Q3UNV2","Q3UNV2_MOUSE","mmu:100066","path:mmu04726","Serotonergic synapse - Mus musculus (mouse)"
"Q3UNV2","Q3UNV2_MOUSE","mmu:100066","path:mmu00591","Linoleic acid metabolism - Mus musculus (mouse)"
"Q3UNV2","Q3UNV2_MOUSE","mmu:100066","path:mmu01100","Metabolic pathways - Mus musculus (mouse)"
"Q3UNV2","Q3UNV2_MOUSE","mmu:100066","path:mmu04750","Inflammatory mediator regulation of TRP channels - Mus musculus (mouse)"
"E9PXC0","E9PXC0_MOUSE","mmu:100101806","path:mmu03060","Protein export - Mus musculus (mouse)"
"A0A087WR13","A0A087WR13_MOUSE","mmu:100101919","path:mmu05016","Huntington disease - Mus musculus (mouse)"
"Q80W65","PCSK9_MOUSE","mmu:100102","path:mmu04979","Cholesterol metabolism - Mus musculus (mouse)"
"Q8VCL2","SCO2_MOUSE","mmu:100126824","path:mmu05230","Central carbon metabolism in cancer - Mus musculus (mouse)"
"Q8VDG7","PAFA2_MOUSE","mmu:100163","path:mmu00565","Ether lipid metabolism - Mus musculus (mouse)"
"Q8VDG7","PAFA2_MOUSE","mmu:100163","path:mmu01100","Metabolic pathways - Mus musculus (mouse)"
"Q8CFX1","G6PE_MOUSE","mmu:100198","path:mmu01100","Metabolic pathways - Mus musculus (mouse)"
"Q8CFX1","G6PE_MOUSE","mmu:100198","path:mmu01200","Carbon metabolism - Mus musculus (mouse)"
"Q8CFX1","G6PE_MOUSE","mmu:100198","path:mmu00030","Pentose phosphate pathway - Mus musculus (mouse)"
"Q9ER00","STX12_MOUSE","mmu:100226","path:mmu04145","Phagosome - Mus musculus (mouse)"
"A0A087WNP5","A0A087WNP5_MOUSE","mmu:100233208","path:mmu05168","Herpes simplex virus 1 infection - Mus musculus (mouse)"
"Q8C1N9","Q8C1N9_MOUSE","mmu:100294660","path:mmu04621","NOD-like receptor signaling pathway - Mus musculus (mouse)"
"Q8C1N9","Q8C1N9_MOUSE","mmu:100294660","path:mmu05202","Transcriptional misregulation in cancer - Mus musculus (mouse)"
"Q8C1N9","Q8C1N9_MOUSE","mmu:100294660","path:mmu05150","Staphylococcus aureus infection - Mus musculus (mouse)"
"P51807","DYLT1_MOUSE","mmu:100310872","path:mmu05132","Salmonella infection - Mus musculus (mouse)"
"D3Z4E0","D3Z4E0_MOUSE","mmu:100328588","path:mmu00270","Cysteine and methionine metabolism - Mus musculus (mouse)"
"O09046","OXLA_MOUSE","mmu:100328588","path:mmu00270","Cysteine and methionine metabolism - Mus musculus (mouse)"
"D3Z4E0","D3Z4E0_MOUSE","mmu:100328588","path:mmu00250","Alanine, aspartate and glutamate metabolism - Mus musculus (mouse)"
"O09046","OXLA_MOUSE","mmu:100328588","path:mmu00250","Alanine, aspartate and glutamate metabolism - Mus musculus (mouse)"
"D3Z4E0","D3Z4E0_MOUSE","mmu:100328588","path:mmu00350","Tyrosine metabolism - Mus musculus (mouse)"
"O09046","OXLA_MOUSE","mmu:100328588","path:mmu00350","Tyrosine metabolism - Mus musculus (mouse)"
"D3Z4E0","D3Z4E0_MOUSE","mmu:100328588","path:mmu00380","Tryptophan metabolism - Mus musculus (mouse)"
"O09046","OXLA_MOUSE","mmu:100328588","path:mmu00380","Tryptophan metabolism - Mus musculus (mouse)"
"D3Z4E0","D3Z4E0_MOUSE","mmu:100328588","path:mmu00360","Phenylalanine metabolism - Mus musculus (mouse)"
"O09046","OXLA_MOUSE","mmu:100328588","path:mmu00360","Phenylalanine metabolism - Mus musculus (mouse)"
"D3Z4E0","D3Z4E0_MOUSE","mmu:100328588","path:mmu00400","Phenylalanine, tyrosine and tryptophan biosynthesis - Mus musculus (mouse)"
"O09046","OXLA_MOUSE","mmu:100328588","path:mmu00400","Phenylalanine, tyrosine and tryptophan biosynthesis - Mus musculus (mouse)"
