Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides AS_G0_A	Peptides AS_G0_B	Peptides AS_G0_C	Peptides AS_G1_A	Peptides AS_G1_B	Peptides AS_G1_C	Peptides WT_G0_A	Peptides WT_G0_B	Peptides WT_G0_C	Razor + unique peptides AS_G0_A	Razor + unique peptides AS_G0_B	Razor + unique peptides AS_G0_C	Razor + unique peptides AS_G1_A	Razor + unique peptides AS_G1_B	Razor + unique peptides AS_G1_C	Razor + unique peptides WT_G0_A	Razor + unique peptides WT_G0_B	Razor + unique peptides WT_G0_C	Unique peptides AS_G0_A	Unique peptides AS_G0_B	Unique peptides AS_G0_C	Unique peptides AS_G1_A	Unique peptides AS_G1_B	Unique peptides AS_G1_C	Unique peptides WT_G0_A	Unique peptides WT_G0_B	Unique peptides WT_G0_C	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type AS_G0_A	Identification type AS_G0_B	Identification type AS_G0_C	Identification type AS_G1_A	Identification type AS_G1_B	Identification type AS_G1_C	Identification type WT_G0_A	Identification type WT_G0_B	Identification type WT_G0_C	Sequence coverage AS_G0_A [%]	Sequence coverage AS_G0_B [%]	Sequence coverage AS_G0_C [%]	Sequence coverage AS_G1_A [%]	Sequence coverage AS_G1_B [%]	Sequence coverage AS_G1_C [%]	Sequence coverage WT_G0_A [%]	Sequence coverage WT_G0_B [%]	Sequence coverage WT_G0_C [%]	Intensity	Intensity AS_G0_A	Intensity AS_G0_B	Intensity AS_G0_C	Intensity AS_G1_A	Intensity AS_G1_B	Intensity AS_G1_C	Intensity WT_G0_A	Intensity WT_G0_B	Intensity WT_G0_C	iBAQ	iBAQ AS_G0_A	iBAQ AS_G0_B	iBAQ AS_G0_C	iBAQ AS_G1_A	iBAQ AS_G1_B	iBAQ AS_G1_C	iBAQ WT_G0_A	iBAQ WT_G0_B	iBAQ WT_G0_C	LFQ intensity AS_G0_A	LFQ intensity AS_G0_B	LFQ intensity AS_G0_C	LFQ intensity AS_G1_A	LFQ intensity AS_G1_B	LFQ intensity AS_G1_C	LFQ intensity WT_G0_A	LFQ intensity WT_G0_B	LFQ intensity WT_G0_C	MS/MS count AS_G0_A	MS/MS count AS_G0_B	MS/MS count AS_G0_C	MS/MS count AS_G1_A	MS/MS count AS_G1_B	MS/MS count AS_G1_C	MS/MS count WT_G0_A	MS/MS count WT_G0_B	MS/MS count WT_G0_C	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
A2APD7;Q9D6Z1;F6U250;F6V095;F7CHQ7	A2APD7;Q9D6Z1;F6U250;F6V095;F7CHQ7	4;4;3;3;3	4;4;3;3;3	4;4;3;3;3	Nucleolar protein 56	Nop56	Nucleolar protein 56 (Fragment) OS=Mus musculus OX=10090 GN=Nop56 PE=1 SV=1;Nucleolar protein 56 OS=Mus musculus OX=10090 GN=Nop56 PE=1 SV=2;Nucleolar protein 56 (Fragment) OS=Mus musculus OX=10090 GN=Nop56 PE=1 SV=1;Nucleolar protein 56 (Fragment) OS=Mus 	5	4	4	4	2	1	3	1	0	1	0	4	2	2	1	3	1	0	1	0	4	2	2	1	3	1	0	1	0	4	2	18.2	18.2	18.2	32.982	296	296;580;135;173;222	0	35.347	By MS/MS	By matching	By MS/MS	By matching		By matching		By MS/MS	By MS/MS	9.5	5.1	14.5	4.4	0	4.4	0	18.2	9.5	18115000	3468400	1320800	1869600	438970	0	680370	0	6071600	4265300	2012800	385380	146760	207730	48774	0	75597	0	674620	473920	3894600	0	3459400	0	0	0	0	3334400	2733500	1	0	1	0	0	0	0	4	2	8				392	3171;4614;5968;8560	True;True;True;True	3235;4698;6079;8722	19414;19415;19416;19417;27739;27740;27741;27742;27743;27744;35883;35884;35885;52449	11439;11440;11441;11442;16147;16148;20623;29671	11442;16148;20623;29671		
A2APF7;Q9QY24	A2APF7;Q9QY24	3;3	3;3	3;3	Z-DNA-binding protein 1	Zbp1	Z-DNA-binding protein 1 OS=Mus musculus OX=10090 GN=Zbp1 PE=1 SV=1;Z-DNA-binding protein 1 OS=Mus musculus OX=10090 GN=Zbp1 PE=1 SV=1	2	3	3	3	2	0	1	0	0	0	0	3	1	2	0	1	0	0	0	0	3	1	2	0	1	0	0	0	0	3	1	13.1	13.1	13.1	44.271	411	411;411	0	30.309	By MS/MS		By MS/MS					By MS/MS	By matching	8.8	0	4.1	0	0	0	0	13.1	4.1	18334000	3505200	0	1434100	0	0	0	0	11170000	2225600	1145900	219080	0	89630	0	0	0	0	698100	139100	5708400	0	0	0	0	0	0	6208500	0	1	0	1	0	0	0	0	2	0	4				393	1264;3490;6409	True;True;True	1284;3561;6531	7736;7737;7738;7739;21294;38788;38789	4453;4454;12534;22329	4454;12534;22329		
A2API8;F7AA26;O54931	A2API8;F7AA26;O54931	1;1;1	1;1;1	1;1;1	A-kinase anchor protein 2	Akap2;Pakap	Paralemmin A kinase anchor protein OS=Mus musculus OX=10090 GN=Pakap PE=1 SV=1;Paralemmin A kinase anchor protein (Fragment) OS=Mus musculus OX=10090 GN=Pakap PE=1 SV=1;A-kinase anchor protein 2 OS=Mus musculus OX=10090 GN=Akap2 PE=1 SV=3	3	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2.1	2.1	2.1	101.6	921	921;1137;893	0.0019598	7.9938								By MS/MS		0	0	0	0	0	0	0	2.1	0	1237700	0	0	0	0	0	0	0	1237700	0	36402	0	0	0	0	0	0	0	36402	0	0	0	0	0	0	0	0	932070	0	0	0	0	0	0	0	0	1	0	1				394	1881	True	1917	11640	6810	6810		
Q3U8S1;A2APM5;A2APM3;A2APM4;E9QKM8;Q80X37;A2APM1;A2APM2;P15379	Q3U8S1;A2APM5;A2APM3;A2APM4;E9QKM8;Q80X37;A2APM1;A2APM2;P15379	2;2;2;2;2;2;2;2;2	2;2;2;2;2;2;2;2;2	2;2;2;2;2;2;2;2;2	CD44 antigen	Cd44	CD44 antigen OS=Mus musculus OX=10090 GN=Cd44 PE=1 SV=1;CD44 antigen OS=Mus musculus OX=10090 GN=Cd44 PE=1 SV=1;CD44 antigen OS=Mus musculus OX=10090 GN=Cd44 PE=1 SV=1;CD44 antigen OS=Mus musculus OX=10090 GN=Cd44 PE=1 SV=1;CD44 antigen OS=Mus musculus OX=	9	2	2	2	2	1	2	1	0	0	0	2	1	2	1	2	1	0	0	0	2	1	2	1	2	1	0	0	0	2	1	9.3	9.3	9.3	40.263	365	365;434;464;498;577;580;657;780;778	0	13.221	By MS/MS	By matching	By MS/MS	By matching				By MS/MS	By MS/MS	9.3	2.2	9.3	7.1	0	0	0	9.3	2.2	80532000	29117000	3705900	23106000	1417100	0	0	0	12100000	11086000	6194800	2239800	285070	1777400	109010	0	0	0	930770	852780	20377000	0	37427000	0	0	0	0	12151000	0	1	0	2	0	0	0	0	1	1	5				395	9715;11866	True;True	9953;12152	59523;59524;59525;59526;59527;72527;72528;72529;72530	33684;33685;41148;41149;41150	33684;41148		
A2APX3;P21460	A2APX3;P21460	2;2	2;2	2;2	Cystatin-C	Cst3	Cystatin-C (Fragment) OS=Mus musculus OX=10090 GN=Cst3 PE=1 SV=1;Cystatin-C OS=Mus musculus OX=10090 GN=Cst3 PE=1 SV=2	2	2	2	2	1	2	2	1	1	1	2	2	2	1	2	2	1	1	1	2	2	2	1	2	2	1	1	1	2	2	2	36.3	36.3	36.3	11.141	102	102;140	0	14.917	By matching	By MS/MS	By matching	By matching	By matching	By MS/MS	By matching	By MS/MS	By matching	19.6	36.3	36.3	16.7	16.7	16.7	36.3	36.3	36.3	39187000	2105200	7996800	8792000	1497800	356050	1084200	991250	7556900	8806500	6531100	350870	1332800	1465300	249640	59341	180700	165210	1259500	1467700	0	18287000	0	0	0	0	0	5618800	0	0	1	0	0	0	1	0	1	0	3				396	1047;9178	True;True	1062;9383	6387;6388;6389;6390;6391;6392;56221;56222;56223;56224;56225;56226;56227;56228	3713;31800;31801	3713;31800		
A2AQ43;A2AQ44;A2AQ42;A2AQ45;A2AQ41;Q80TY0;A0A0A6YWT1;A2AQ47;A2AQ39;F6VVN1	A2AQ43;A2AQ44;A2AQ42;A2AQ45;A2AQ41;Q80TY0	5;5;5;5;5;5;2;1;1;1	5;5;5;5;5;5;2;1;1;1	5;5;5;5;5;5;2;1;1;1	Formin-binding protein 1	Fnbp1	Formin-binding protein 1 OS=Mus musculus OX=10090 GN=Fnbp1 PE=1 SV=1;Formin-binding protein 1 OS=Mus musculus OX=10090 GN=Fnbp1 PE=1 SV=1;Formin-binding protein 1 OS=Mus musculus OX=10090 GN=Fnbp1 PE=1 SV=1;Formin-binding protein 1 OS=Mus musculus OX=10090	10	5	5	5	2	0	3	0	0	0	0	3	2	2	0	3	0	0	0	0	3	2	2	0	3	0	0	0	0	3	2	16.2	16.2	16.2	64.628	554	554;559;586;591;615;616;355;160;208;388	0	37.272	By MS/MS		By matching					By MS/MS	By MS/MS	6.7	0	10.3	0	0	0	0	9.4	6.9	43920000	13531000	0	7858000	0	0	0	0	10161000	12370000	1568600	483270	0	280640	0	0	0	0	362880	441780	0	0	10790000	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	5				397	101;8880;10394;10441;13258	True;True;True;True;True	102;9047;10649;10697;13566	558;559;560;54240;63668;63892;63893;81020;81021;81022	327;30731;36010;36134;46179	327;30731;36010;36134;46179		
A2AQ52;A2AQ51;A2AQ50;P55014	A2AQ52;A2AQ51;A2AQ50;P55014	3;3;3;3	3;3;3;3	3;3;3;3	Solute carrier family 12 member 1	Slc12a1	Solute carrier family 12 member 1 OS=Mus musculus OX=10090 GN=Slc12a1 PE=1 SV=1;Solute carrier family 12 member 1 OS=Mus musculus OX=10090 GN=Slc12a1 PE=1 SV=1;Solute carrier family 12 member 1 OS=Mus musculus OX=10090 GN=Slc12a1 PE=1 SV=1;Solute carrier f	4	3	3	3	1	3	2	1	0	0	1	2	2	1	3	2	1	0	0	1	2	2	1	3	2	1	0	0	1	2	2	7	7	7	119.71	1090	1090;1090;1090;1095	0	30.831	By matching	By MS/MS	By MS/MS	By matching			By matching	By MS/MS	By MS/MS	1.4	7	3.4	1.4	0	0	1.4	3.4	3.4	40451000	9287100	8766400	6336400	2108800	0	0	4040800	5084700	4826800	963120	221120	208720	150870	50210	0	0	96209	121060	114920	0	17155000	9844600	0	0	0	0	4840600	3841500	0	3	2	0	0	0	0	2	2	9				398	4591;6652;12296	True;True;True	4674;6784;12588	27605;40399;40400;40401;40402;75106;75107;75108;75109;75110;75111;75112	16079;23277;23278;23279;23280;23281;42649;42650;42651	16079;23281;42649		
A2AQN0;A2AQM9;Q5XJV5;Q9JL19	A2AQN0;A2AQM9;Q5XJV5;Q9JL19	1;1;1;1	1;1;1;1	1;1;1;1	Nuclear receptor coactivator 6	Ncoa6	Nuclear receptor coactivator 6 OS=Mus musculus OX=10090 GN=Ncoa6 PE=1 SV=1;Nuclear receptor coactivator 6 (Fragment) OS=Mus musculus OX=10090 GN=Ncoa6 PE=1 SV=8;Nuclear receptor coactivator 6 OS=Mus musculus OX=10090 GN=Ncoa6 PE=1 SV=1;Nuclear receptor coa	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3.5	3.5	3.5	56.667	519	519;1516;2069;2067	0.0023419	7.332	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	By matching	By matching	By matching	By MS/MS	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	204820000	58212000	20316000	31441000	24783000	947340	3907500	4164400	14566000	46484000	20482000	5821200	2031600	3144100	2478300	94734	390750	416440	1456600	4648400	48948000	38515000	39107000	86805000	0	33492000	26659000	15821000	36129000	1	1	0	2	0	0	0	0	2	6				399	7612	True	7761	46879;46880;46881;46882;46883;46884;46885;46886;46887;46888;46889;46890;46891;46892;46893;46894;46895	26660;26661;26662;26663;26664;26665	26664		
A2AQR0;Q64521	A2AQR0;Q64521	13;13	13;13	13;13	Glycerol-3-phosphate dehydrogenase;Glycerol-3-phosphate dehydrogenase, mitochondrial	Gpd2	Glycerol-3-phosphate dehydrogenase OS=Mus musculus OX=10090 GN=Gpd2 PE=1 SV=1;Glycerol-3-phosphate dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Gpd2 PE=1 SV=2	2	13	13	13	5	7	7	6	0	0	5	11	12	5	7	7	6	0	0	5	11	12	5	7	7	6	0	0	5	11	12	23.9	23.9	23.9	82.829	745	745;727	0	111.85	By MS/MS	By MS/MS	By MS/MS	By MS/MS			By MS/MS	By MS/MS	By MS/MS	9.3	13.6	14.6	12.2	0	0	8.6	21.6	22.4	202320000	14359000	26357000	36040000	10124000	0	0	4386500	37788000	73269000	4705200	333930	612950	838130	235440	0	0	102010	878800	1703900	18603000	62164000	37571000	37545000	0	0	38057000	24731000	39264000	1	4	5	4	0	0	1	10	11	36				400	879;2167;2325;2326;2677;8772;9245;9389;10607;10840;11777;12404;13218	True;True;True;True;True;True;True;True;True;True;True;True;True	895;2210;2372;2373;2732;8935;9459;9616;10864;11102;12060;12699;13526	5324;13394;13395;13396;13397;13398;13399;13400;13401;13402;13403;13404;14313;14314;14315;14316;14317;14318;14319;14320;14321;14322;16527;16528;16529;16530;53612;53613;53614;53615;53616;53617;53618;56597;56598;56599;57520;57521;57522;57523;57524;64843;64844;64845;66236;72028;72029;72030;72031;72032;72033;72034;72035;72036;72037;75843;75844;75845;75846;75847;75848;80826;80827	3129;7903;7904;7905;7906;7907;7908;7909;7910;8445;8446;8447;8448;8449;8450;8451;8452;9791;30362;30363;32015;32016;32501;36620;36621;37440;40864;40865;40866;40867;40868;40869;40870;40871;40872;40873;40874;43144;46069	3129;7906;8451;8452;9791;30363;32015;32501;36621;37440;40872;43144;46069		
A2AR02	A2AR02	1	1	1	Peptidyl-prolyl cis-trans isomerase G	Ppig	Peptidyl-prolyl cis-trans isomerase G OS=Mus musculus OX=10090 GN=Ppig PE=1 SV=1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	2.4	2.4	2.4	88.324	752	752	0.0018939	7.46	By MS/MS							By matching		2.4	0	0	0	0	0	0	2.4	0	6437100	3237200	0	0	0	0	0	0	3199900	0	306530	154150	0	0	0	0	0	0	152380	0	0	0	0	0	0	0	0	2409800	0	1	0	0	0	0	0	0	0	0	1				401	3526	True	3597	21510;21511	12662	12662		
A2ARQ2;D6RCY2;D6RIP7;A2ARQ4;P84102	A2ARQ2;D6RCY2;D6RIP7;A2ARQ4;P84102	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	Small EDRK-rich factor 2	Serf2	Small EDRK-rich factor 2 OS=Mus musculus OX=10090 GN=Serf2 PE=1 SV=1;Small EDRK-rich factor 2 OS=Mus musculus OX=10090 GN=Serf2 PE=1 SV=1;Small EDRK-rich factor 2 OS=Mus musculus OX=10090 GN=Serf2 PE=1 SV=1;Small EDRK-rich factor 2 OS=Mus musculus OX=10090	5	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	0	0	0	1	1	0	1	1	1	0	0	0	1	1	0	26.2	26.2	26.2	4.7704	42	42;48;60;133;59	0.002003	8.3857	By matching	By matching	By matching				By matching	By MS/MS		26.2	26.2	26.2	0	0	0	26.2	26.2	0	8610100	2694800	662630	1820800	0	0	0	340470	3091500	0	8610100	2694800	662630	1820800	0	0	0	340470	3091500	0	0	0	0	0	0	0	0	2328200	0	0	0	0	0	0	0	0	1	0	1				402	10789	True	11050	65930;65931;65932;65933;65934	37274	37274		
A2ARV4;A2ARV5;Q3V346	A2ARV4	76;9;5	76;9;5	76;9;5	Low-density lipoprotein receptor-related protein 2	Lrp2	Low-density lipoprotein receptor-related protein 2 OS=Mus musculus OX=10090 GN=Lrp2 PE=1 SV=1	3	76	76	76	29	46	47	45	29	37	53	67	72	29	46	47	45	29	37	53	67	72	29	46	47	45	29	37	53	67	72	18.5	18.5	18.5	519.2	4660	4660;1363;426	0	323.31	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	7.4	11.4	12.6	12.1	7.5	9.5	13.3	16.4	16.9	7160100000	394860000	408680000	566720000	181370000	43062000	57299000	212090000	1343500000	3952400000	34095000	1880300	1946100	2698700	863660	205060	272850	1010000	6397800	18821000	504480000	960560000	733390000	607620000	626820000	627220000	1366500000	978750000	2215400000	13	34	29	26	12	21	30	67	84	316				403	345;536;687;1996;2010;2014;2016;2017;2025;2026;2052;2054;2068;2069;2075;2091;2120;2121;2160;2161;2162;2163;2164;2165;2201;2211;2243;2276;2334;2441;2442;2456;2831;2882;2922;3165;3166;3183;3378;4093;4210;4841;4950;5465;5466;6173;7890;8284;8314;8840;9476;9838;9846;9847;10116;10204;10486;10680;11234;11440;11441;11814;12143;12444;12450;12456;12457;12464;12465;12822;13672;13887;14296;14490;14538;14859	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	352;548;701;2034;2048;2052;2054;2055;2063;2064;2090;2092;2107;2108;2115;2131;2160;2161;2203;2204;2205;2206;2207;2208;2246;2256;2290;2323;2381;2492;2493;2510;2889;2940;2981;3229;3230;3247;3446;4169;4290;4932;5041;5565;5566;6289;8045;8443;8473;9004;9712;10082;10090;10091;10367;10456;10743;10941;11509;11719;11720;12100;12431;12743;12749;12755;12756;12763;12764;13125;13989;14209;14623;14821;14870;15196	2062;2063;2064;2065;2066;2067;2068;2069;2070;3218;3219;3220;3221;3222;3223;3224;4168;4169;4170;4171;4172;4173;4174;4175;4176;12283;12355;12356;12357;12358;12359;12360;12361;12392;12393;12394;12395;12396;12397;12398;12404;12405;12406;12407;12408;12409;12410;12411;12412;12413;12414;12415;12416;12417;12418;12419;12420;12421;12448;12449;12450;12451;12452;12453;12454;12455;12456;12457;12458;12459;12460;12461;12462;12463;12464;12465;12466;12467;12468;12469;12470;12471;12472;12473;12474;12475;12651;12652;12653;12654;12655;12660;12661;12662;12663;12664;12665;12666;12667;12668;12669;12670;12671;12760;12761;12762;12763;12764;12765;12766;12767;12768;12769;12770;12771;12772;12773;12860;12861;12862;12863;12864;12865;12866;12867;12868;12869;12870;12871;12872;12873;12874;12875;12933;13082;13083;13084;13085;13086;13087;13088;13089;13090;13091;13092;13093;13094;13095;13096;13097;13098;13099;13100;13101;13102;13103;13104;13105;13106;13107;13108;13109;13110;13373;13374;13375;13376;13377;13378;13379;13380;13381;13382;13383;13384;13385;13386;13387;13388;13389;13390;13391;13392;13601;13602;13603;13604;13605;13606;13651;13652;13653;13654;13655;13656;13657;13658;13659;13660;13661;13662;13663;13859;13860;13861;13862;13863;13864;13865;13866;13867;14047;14048;14049;14050;14051;14052;14361;14362;14363;14364;14365;14366;14367;14368;14369;14370;14371;14372;14973;14974;14975;14976;14977;14978;14979;14980;14981;14982;14983;14984;14985;14986;14987;14988;15120;17461;17462;17463;17464;17465;17466;17467;17468;17736;17737;17948;17949;17950;17951;17952;17953;17954;17955;17956;17957;17958;19379;19380;19381;19382;19383;19384;19385;19488;19489;19490;19491;19492;19493;19494;19495;19496;20585;20586;20587;20588;20589;20590;20591;25075;25076;25077;25078;25079;25080;25081;25082;25705;25706;25707;25708;25709;25710;25711;28965;28966;28967;28968;28969;29536;29537;29538;29539;29540;29541;29542;29543;29544;29545;29546;29547;32558;32559;32560;32561;32562;37179;37180;37181;37182;37183;37184;48511;48512;48513;48514;48515;48516;50846;50847;50848;50849;50850;50851;51012;53974;53975;53976;53977;53978;53979;53980;58065;58066;58067;58068;58069;58070;58071;60313;60314;60375;60376;60377;60378;60379;60380;62150;62151;62152;62153;62154;62155;62156;62157;62158;62159;62160;62161;62162;62163;62164;62165;62166;62167;62168;62169;62636;62637;62638;62639;62640;62641;62642;62643;62644;62645;64154;64155;64156;64157;64158;65312;65313;68737;68738;68739;68740;68741;69945;69946;69947;69948;69949;72250;72251;72252;72253;72254;72255;72256;72257;72258;74167;74168;74169;74170;74171;74172;74173;74174;74175;76160;76161;76162;76163;76164;76182;76183;76184;76185;76186;76187;76188;76189;76190;76191;76192;76193;76194;76195;76213;76214;76215;76216;76217;76218;76219;76220;76221;76222;76223;76224;76225;76226;76227;76228;76229;76230;76231;76232;76233;76279;76280;76281;76282;76283;76284;76285;76286;76287;76288;76289;76290;76291;76292;76293;76294;76295;76296;78510;78511;83668;83669;83670;85103;85104;85105;87427;88650;88651;88652;88653;88654;88655;88656;88942;88943;88944;88945;88946;88947;88948;88949;90879;90880;90881;90882;90883;90884;90885;90886	1195;1196;1197;1198;1199;1200;1201;1202;1203;1859;1860;1861;1862;2435;2436;2437;2438;2439;2440;7209;7243;7244;7245;7246;7247;7248;7249;7267;7268;7269;7270;7271;7272;7275;7276;7277;7278;7279;7280;7281;7282;7283;7284;7285;7286;7287;7288;7289;7290;7305;7306;7307;7308;7309;7310;7311;7312;7313;7314;7315;7316;7317;7318;7319;7320;7321;7322;7323;7324;7426;7427;7428;7429;7432;7433;7434;7435;7436;7437;7438;7439;7440;7441;7491;7492;7493;7494;7495;7496;7497;7498;7570;7571;7572;7573;7574;7575;7576;7577;7578;7579;7580;7581;7626;7712;7713;7714;7715;7716;7717;7718;7719;7720;7721;7722;7723;7724;7725;7726;7891;7892;7893;7894;7895;7896;7897;7898;7899;7900;7901;8013;8014;8043;8044;8045;8046;8047;8048;8049;8050;8051;8052;8175;8176;8177;8178;8179;8180;8181;8182;8183;8289;8290;8291;8479;8480;8481;8482;8483;8484;8485;8821;8822;8823;8824;8825;8826;8827;8828;8829;8830;8831;8832;8964;10365;10366;10367;10502;10503;10639;10640;10641;10642;10643;11419;11420;11421;11479;11480;11481;11482;11483;11484;12104;12105;12106;12107;14645;14646;14647;14648;15020;15021;15022;15023;15024;16804;16805;16806;16807;17125;17126;17127;17128;17129;17130;18774;18775;21372;21373;21374;21375;27586;27587;27588;27589;27590;28836;28837;28838;28839;28931;30546;30547;30548;30549;32844;32845;34155;34156;34182;34183;34184;34185;35216;35217;35218;35219;35220;35221;35222;35223;35224;35225;35226;35227;35487;35488;35489;36286;36287;36288;36882;39001;39002;39003;39004;39005;39712;39713;39714;39715;40981;40982;42036;42037;42038;42039;42040;43338;43339;43340;43341;43342;43354;43355;43362;43363;43364;43365;43366;43367;43368;43369;43370;43371;43372;43373;43374;43408;43409;43410;43411;43412;43413;43414;43415;44757;44758;47878;47879;48642;48643;49976;50635;50636;50637;50638;50639;50640;50794;50795;50796;50797;51872	1197;1862;2439;7209;7249;7268;7282;7289;7313;7324;7428;7440;7496;7498;7581;7626;7723;7725;7891;7894;7895;7896;7898;7900;8013;8052;8182;8289;8485;8822;8832;8964;10365;10503;10642;11420;11421;11479;12106;14647;15024;16806;17129;18774;18775;21373;27586;28836;28931;30547;32845;34155;34183;34184;35226;35488;36288;36882;39004;39712;39715;40982;42039;43342;43354;43362;43363;43411;43415;44757;47878;48643;49976;50640;50797;51872		
A2ASB8;A2ASB7;A2ASB1;Q9CY64	A2ASB8;A2ASB7;A2ASB1;Q9CY64	3;3;3;3	3;3;3;3	3;3;3;3	Biliverdin reductase A	Blvra	Biliverdin reductase A OS=Mus musculus OX=10090 GN=Blvra PE=1 SV=1;Biliverdin reductase A (Fragment) OS=Mus musculus OX=10090 GN=Blvra PE=1 SV=8;Biliverdin reductase A (Fragment) OS=Mus musculus OX=10090 GN=Blvra PE=1 SV=1;Biliverdin reductase A OS=Mus mus	4	3	3	3	3	0	2	3	0	0	0	1	1	3	0	2	3	0	0	0	1	1	3	0	2	3	0	0	0	1	1	20	20	20	15.624	140	140;151;152;295	0	25.27	By MS/MS		By matching	By matching				By matching	By MS/MS	20	0	20	20	0	0	0	12.9	6.4	13140000	4452100	0	2419200	1750500	0	0	0	352340	4165600	1460000	494680	0	268810	194500	0	0	0	39149	462840	5710200	0	3596900	3626100	0	0	0	0	0	3	0	0	0	0	0	0	0	1	4				404	3706;3707;4416	True;True;True	3779;3780;4496	22761;22762;22763;22764;22765;22766;22767;26735;26736;26737	13379;13380;13381;15579	13379;13381;15579		
G8JL68;A2ATP5;A2ATP6;Q8C854	G8JL68;A2ATP5;A2ATP6;Q8C854	2;2;2;2	2;2;2;2	2;2;2;2	Myelin expression factor 2	Myef2	Myelin expression factor 2 (Fragment) OS=Mus musculus OX=10090 GN=Myef2 PE=1 SV=1;Myelin expression factor 2 OS=Mus musculus OX=10090 GN=Myef2 PE=1 SV=1;Myelin expression factor 2 OS=Mus musculus OX=10090 GN=Myef2 PE=1 SV=2;Myelin expression factor 2 OS=Mu	4	2	2	2	1	0	1	1	0	1	0	2	1	1	0	1	1	0	1	0	2	1	1	0	1	1	0	1	0	2	1	3.6	3.6	3.6	57.033	530	530;550;567;591	0.0020975	10.765	By MS/MS		By matching	By matching		By matching		By MS/MS	By matching	1.5	0	1.5	2.1	0	2.1	0	3.6	2.1	13523000	5056900	0	1948400	611920	0	239970	0	3964300	1701600	643960	240810	0	92779	29139	0	11427	0	188780	81030	0	0	0	0	0	0	0	2985500	0	1	0	0	0	0	0	0	0	0	1				405	2512;3520	True;True	2566;3591	15483;15484;15485;15486;21472;21473;21474	9205;12639	9205;12639		
A2ATT9;Q9CYJ6;Q9JLR1;P61620	A2ATT9;Q9CYJ6;Q9JLR1;P61620	2;2;2;2	2;2;2;2	2;2;2;2	Protein transport protein Sec61 subunit alpha isoform 2;Protein transport protein Sec61 subunit alpha isoform 1	Sec61a2;Sec61a1	Protein transport protein Sec61 subunit alpha isoform 2 OS=Mus musculus OX=10090 GN=Sec61a2 PE=1 SV=1;Protein transport protein Sec61 subunit alpha isoform 2 OS=Mus musculus OX=10090 GN=Sec61a2 PE=1 SV=1;Protein transport protein Sec61 subunit alpha isofor	4	2	2	2	2	2	2	2	1	0	0	0	1	2	2	2	2	1	0	0	0	1	2	2	2	2	1	0	0	0	1	6.3	6.3	6.3	19.314	175	175;410;476;476	0	16.19	By MS/MS	By MS/MS	By MS/MS	By matching	By matching				By matching	6.3	6.3	6.3	6.3	6.3	0	0	0	6.3	57146000	17313000	17658000	9237500	9165600	667780	0	0	0	3103700	9524300	2885400	2943100	1539600	1527600	111300	0	0	0	517290	16907000	50075000	11935000	18315000	0	0	0	0	0	1	2	1	0	0	0	0	0	0	4				406	6208;6209	True;True	6324;6325	37445;37446;37447;37448;37449;37450;37451;37452;37453;37454;37455;37456;37457;37458;37459	21536;21537;21538;21539;21540;21541	21536;21540		
